species,genus,a,b,n_records,length_type,Lmin_cm,Lmax_cm,family,order,class
Percopsis transmontana,Percopsis,0.0192,2.91,1,FL,,,Percopsidae,Percopsiformes,Teleostei
Opsanus beta,Opsanus,0.018,3.151,5,FL,2,33,Batrachoididae,Batrachoidiformes,Teleostei
Opsanus pardus,Opsanus,0.02075,3,2,SL,6.4,,Batrachoididae,Batrachoidiformes,Teleostei
Opsanus tau,Opsanus,0.007825,3.132,2,,,,Batrachoididae,Batrachoidiformes,Teleostei
Porichthys myriaster,Porichthys,0.002,3.547,1,TL,8.7,19.5,Batrachoididae,Batrachoidiformes,Teleostei
Porichthys notatus,Porichthys,0.008,3.047,1,TL,8.3,25.5,Batrachoididae,Batrachoidiformes,Teleostei
Porichthys plectrodon,Porichthys,0.014645,2.893,2,SL,4.2,18.3,Batrachoididae,Batrachoidiformes,Teleostei
Gobiesox maeandricus,Gobiesox,0.0232,3,2,SL,6.5,,Gobiesocidae,Gobiesociformes,Teleostei
Gobiesox rhessodon,Gobiesox,0.0223,3.0615,2,SL,1.74,3.71,Gobiesocidae,Gobiesociformes,Teleostei
Gobiesox strumosus,Gobiesox,0.0128,3.036,1,TL,4.2,4.2,Gobiesocidae,Gobiesociformes,Teleostei
Rimicola eigenmanni,Rimicola,0.00935,3,2,SL,3,,Gobiesocidae,Gobiesociformes,Teleostei
Rimicola muscarum,Rimicola,0.006,3,2,SL,3.8,,Gobiesocidae,Gobiesociformes,Teleostei
Fowlerichthys radiosus,Fowlerichthys,0.1357,2.578,1,SL,2.6,9.4,Antennariidae,Lophiiformes,Teleostei
Halieutichthys aculeatus,Halieutichthys,0.0251,3,2,SL,4.6,,Ogcocephalidae,Lophiiformes,Teleostei
Ogcocephalus radiatus,Ogcocephalus,0.0154,3.063,1,FL,20.4,25.5,Ogcocephalidae,Lophiiformes,Teleostei
Zalieutes mcgintyi,Zalieutes,0.0579,2.634,1,SL,3.3,7.3,Ogcocephalidae,Lophiiformes,Teleostei
Bregmaceros atlanticus,Bregmaceros,0.004295,3.117,4,TL,3.9,7.8,Bregmacerotidae,Gadiformes,Teleostei
Coelorinchus caribbaeus,Coelorinchus,0.002425,3.1,2,TL,7.5,26.2,Macrouridae,Gadiformes,Teleostei
Coelorinchus occa,Coelorinchus,0.1016,2.6845,1,OT,2.5,9.6,Macrouridae,Gadiformes,Teleostei
Nezumia sclerorhynchus,Nezumia,9e-04,3.233,1,TL,9.6,27.3,Macrouridae,Gadiformes,Teleostei
Nezumia stelgidolepis,Nezumia,0.004,3,1,TL,84,84,Macrouridae,Gadiformes,Teleostei
Synagrops bellus,Synagrops,0.00839,3.04,5,TL,2.3,24.2,Synagropidae,Acropomatiformes,Teleostei
Ophidion scrippsae,Ophidion,0.001,3.398,1,TL,18,23.4,Ophidiidae,Ophidiiformes,Teleostei
Brosmophycis marginata,Brosmophycis,0.0103,3,2,SL,27,,Bythitidae,Ophidiiformes,Teleostei
Baldwinella aureorubens,Baldwinella,0.00453,3.15,2,TL,4.8,31,Anthiadidae,Perciformes/Serranoidei,Teleostei
Bothrocara pusillum,Bothrocara,0.00155,3,2,SL,11.4,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Gymnelus viridis,Gymnelus,0.00186,3.34,3,TL,,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodapus fierasfer,Lycodapus,0.0018,3,2,SL,9.9,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodapus mandibularis,Lycodapus,0.00455,3,2,SL,8.8,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodapus parviceps,Lycodapus,0.0017,3,2,SL,8.7,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes brevipes,Lycodes,0.0036,3,2,SL,12.8,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes jugoricus,Lycodes,0.00214,3.268,3,TL,,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes palearis,Lycodes,0.0032,3,2,SL,19.2,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes pallidus,Lycodes,0.00345,3,2,SL,14.6,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes polaris,Lycodes,0.004,3.0713,2,TL,3.8,24.5,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes reticulatus,Lycodes,0.002705,3.31005,2,NG,,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes rossi,Lycodes,0.0051,2.9575,1,NG,,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Lycodes turneri,Lycodes,0.00525,3,2,SL,13.8,,Zoarcidae,Perciformes/Zoarcoidei,Teleostei
Chriodorus atherinoides,Chriodorus,0.00402,3.25,6,TL,3.8,26,Hemiramphidae,Beloniformes,Teleostei
Hemiramphus saltator,Hemiramphus,0.0226,2.4046,1,TL,23.3,48,Hemiramphidae,Beloniformes,Teleostei
Strongylura notata,Strongylura,0.001815,2.8405,4,SL,1.2,59,Belonidae,Beloniformes,Teleostei
Cyprinodon variegatus,Cyprinodon,0.0233,3.35,1,SL,0.9,3.5,Cyprinodontidae,Cyprinodontiformes,Teleostei
Floridichthys carpio,Floridichthys,0.02985,3,2,SL,3.6,,Cyprinodontidae,Cyprinodontiformes,Teleostei
Fundulus chrysotus,Fundulus,0.0207,2.94,1,SL,0.7,6.5,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus confluentus,Fundulus,0.019,3.02,1,SL,0.8,6.8,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus diaphanus,Fundulus,0.00132,3.25,1,FL,2.54,9.65,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus heteroclitus,Fundulus,0.00771,3.2214,11,TL,1.7,12.5,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus luciae,Fundulus,0.00241,3.01,1,SL,,,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus majalis,Fundulus,0.0154,3,2,SL,8.2,,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus notatus,Fundulus,0.0071,3.173,1,TL,3.1,6.2,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus parvipinnis,Fundulus,0.012855,3.39,2,SL,2.3,9.2,Fundulidae,Cyprinodontiformes,Teleostei
Jordanella floridae,Jordanella,0.034,3.01,3,SL,0.7,4.5,Cyprinodontidae,Cyprinodontiformes,Teleostei
Lucania goodei,Lucania,0.0196,2.85,3,SL,0.4,4.2,Fundulidae,Cyprinodontiformes,Teleostei
Lucania parva,Lucania,0.023,3.598,3,SL,1,4.5,Fundulidae,Cyprinodontiformes,Teleostei
Belonesox belizanus,Belonesox,0.00718,3.2,1,SL,1.9,6.8,Poeciliidae,Cyprinodontiformes,Teleostei
Gambusia affinis,Gambusia,0.008795,3.2327,16,TL,1,5.1,Poeciliidae,Cyprinodontiformes,Teleostei
Heterandria formosa,Heterandria,0.0195,2.8,3,SL,0.5,2.7,Poeciliidae,Cyprinodontiformes,Teleostei
Poecilia latipinna,Poecilia,0.026,2.88,3,SL,0.6,5.4,Poeciliidae,Cyprinodontiformes,Teleostei
Poecilia mexicana,Poecilia,0.01005,3.1015,4,TL,2.1,9.9,Poeciliidae,Cyprinodontiformes,Teleostei
Poecilia reticulata,Poecilia,0.016,3.002,9,SL,0.63,4.6,Poeciliidae,Cyprinodontiformes,Teleostei
Poeciliopsis gracilis,Poeciliopsis,0.0142,2.936,3,TL,1.5,9,Poeciliidae,Cyprinodontiformes,Teleostei
Xiphophorus hellerii,Xiphophorus,0.01555,2.858,4,TL,1.8,10.1,Poeciliidae,Cyprinodontiformes,Teleostei
Xiphophorus maculatus,Xiphophorus,0.0236,3,1,SL,1.3,4.2,Poeciliidae,Cyprinodontiformes,Teleostei
Atherinomorus stipes,Atherinomorus,0.00705,3.225,4,SL,1.4,7.7,Atherinidae,Atheriniformes,Teleostei
Atherinops affinis,Atherinops,0.04,2.5,2,SL,4.4,17.7,Atherinopsidae,Atheriniformes,Teleostei
Atherinopsis californiensis,Atherinopsis,0.01,2.92,2,SL,2,7.8,Atherinopsidae,Atheriniformes,Teleostei
Labidesthes sicculus,Labidesthes,0.0051,2.912,1,TL,2.6,9.2,Atherinopsidae,Atheriniformes,Teleostei
Membras martinica,Membras,0.00735,3,2,SL,6.3,,Atherinopsidae,Atheriniformes,Teleostei
Menidia beryllina,Menidia,0.0068,3,2,SL,4.9,,Atherinopsidae,Atheriniformes,Teleostei
Menidia peninsulae,Menidia,0.014,2.747,1,SL,1.6,3.7,Atherinopsidae,Atheriniformes,Teleostei
Neoniphon coruscum,Neoniphon,0.0161,3.069,3,TL,3.4,13.6,Holocentridae,Holocentriformes,Teleostei
Neoniphon vexillarium,Neoniphon,0.0158,3.0514,1,TL,3.5,10.5,Holocentridae,Holocentriformes,Teleostei
Zenopsis nebulosa,Zenopsis,0.021,2.9113,3,TL,11.5,60,Zeidae,Zeiformes,Teleostei
Xenolepidichthys dalgleishi,Xenolepidichthys,0.02451,2.891,1,TL,7.95,17.45,Grammicolepididae,Zeiformes,Teleostei
Antigonia capros,Antigonia,0.042725,2.875,6,TL,4,20.5,Antigoniidae,Acanthuriformes,Teleostei
Antigonia combatia,Antigonia,0.021115,3.106,2,TL,3.5,15.5,Antigoniidae,Acanthuriformes,Teleostei
Eumecichthys fiski,Eumecichthys,0.0031,3,1,TL,,,Lophotidae,Lampriformes,Teleostei
Lophotus lacepede,Lophotus,0.00291,3,2,TL,100,146,Lophotidae,Lampriformes,Teleostei
Trachipterus arcticus,Trachipterus,0.00183,3,1,TL,155,155,Trachipteridae,Lampriformes,Teleostei
Apeltes quadracus,Apeltes,0.0114,3,2,SL,4.5,,Gasterosteidae,Perciformes/Gasterosteoidei,Teleostei
Aulorhynchus flavidus,Aulorhynchus,0.00044,3.43,1,TL,5.5,18.8,Aulorhynchidae,Perciformes/Gasterosteoidei,Teleostei
Pungitius pungitius,Pungitius,0.01102,3,3,TL,2.7,6.8,Gasterosteidae,Perciformes/Gasterosteoidei,Teleostei
Fistularia tabacaria,Fistularia,0.002745,2.92,2,TL,57.5,141.89999,Fistulariidae,Syngnathiformes,Teleostei
Fistularia petimba,Fistularia,3e-04,3.158,5,TL,19,97,Fistulariidae,Syngnathiformes,Teleostei
Syngnathus auliscus,Syngnathus,2e-04,3.29,1,SL,5.67,14.61,Syngnathidae,Syngnathiformes,Teleostei
Syngnathus leptorhynchus,Syngnathus,2e-04,3.12,1,TL,6.8,38.5,Syngnathidae,Syngnathiformes,Teleostei
Syngnathus pelagicus,Syngnathus,0.0198,2.66,1,FL,6,21,Syngnathidae,Syngnathiformes,Teleostei
Syngnathus scovelli,Syngnathus,0.00065,3,2,SL,9.4,,Syngnathidae,Syngnathiformes,Teleostei
Morone chrysops,Morone,0.0163,3.132,1,SL,10.3,26.1,Moronidae,Eupercaria/misc,Teleostei
Morone mississippiensis,Morone,0.0469,2.7,1,,,,Moronidae,Eupercaria/misc,Teleostei
Stereolepis gigas,Stereolepis,0.02214,3,1,TL,226,226,Stereolepididae,Acropomatiformes,Teleostei
Pronotogrammus multifasciatus,Pronotogrammus,0.011,3.16,1,TL,8,28.5,Anthiadidae,Perciformes/Serranoidei,Teleostei
Centropristis ocyurus,Centropristis,0.0878,2.599,1,TL,19.2,29.9,Serranidae,Perciformes/Serranoidei,Teleostei
Centropristis philadelphica,Centropristis,0.0254,3,3,SL,9.7,23.5,Serranidae,Perciformes/Serranoidei,Teleostei
Diplectrum bivittatum,Diplectrum,0.01685,3.1032,2,TL,4.3,15.6,Serranidae,Perciformes/Serranoidei,Teleostei
Dermatolepis inermis,Dermatolepis,0.0111,3.243,3,TL,33.1,92.5,Epinephelidae,Perciformes/Serranoidei,Teleostei
Pronotogrammus martinicensis,Pronotogrammus,0.05486,2.785,1,SL,2.9,14.3,Anthiadidae,Perciformes/Serranoidei,Teleostei
Hypoplectrus unicolor,Hypoplectrus,0.0109,3.182,1,FL,10.9,17,Serranidae,Perciformes/Serranoidei,Teleostei
Mycteroperca jordani,Mycteroperca,0.01873,3,1,TL,137,137,Epinephelidae,Perciformes/Serranoidei,Teleostei
Mycteroperca xenarcha,Mycteroperca,0.01838,3,1,TL,127,127,Epinephelidae,Perciformes/Serranoidei,Teleostei
Paralabrax clathratus,Paralabrax,0.00273,3.27,1,TL,,,Serranidae,Perciformes/Serranoidei,Teleostei
Paralabrax maculatofasciatus,Paralabrax,0.01815,2.939,6,SL,2.22,33,Serranidae,Perciformes/Serranoidei,Teleostei
Paralabrax nebulifer,Paralabrax,0.01988,3,1,TL,67,67,Serranidae,Perciformes/Serranoidei,Teleostei
Serranus atrobranchus,Serranus,0.0252,2.79,1,TL,,,Serranidae,Perciformes/Serranoidei,Teleostei
Serranus baldwini,Serranus,0.0129,3.036,1,FL,5.1,5.1,Serranidae,Perciformes/Serranoidei,Teleostei
Serranus phoebe,Serranus,0.02055,3,2,SL,11.1,,Serranidae,Perciformes/Serranoidei,Teleostei
Serranus tigrinus,Serranus,0.0145,3.048,1,FL,3,28.8,Serranidae,Perciformes/Serranoidei,Teleostei
Rypticus maculatus,Rypticus,0.019,3,1,SL,6.4,8.9,Grammistidae,Perciformes/Serranoidei,Teleostei
Ambloplites cavifrons,Ambloplites,0.01108,3,1,TL,31,31,Centrarchidae,Centrarchiformes,Teleostei
Ambloplites ariommus,Ambloplites,0.0319,3,1,TL,26,30.5,Centrarchidae,Centrarchiformes,Teleostei
Ambloplites constellatus,Ambloplites,0.0206,3,1,TL,27.9,27.9,Centrarchidae,Centrarchiformes,Teleostei
Ambloplites rupestris,Ambloplites,0.0297,3.014,14,SL,4.7,26.5,Centrarchidae,Centrarchiformes,Teleostei
Archoplites interruptus,Archoplites,0.02305,2.9875,4,,,,Centrarchidae,Centrarchiformes,Teleostei
Centrarchus macropterus,Centrarchus,0.02845,3,1,TL,27,27,Centrarchidae,Centrarchiformes,Teleostei
Elassoma evergladei,Elassoma,0.0253,3.15,1,SL,0.7,3.1,Elassomatidae,Centrarchiformes,Teleostei
Enneacanthus gloriosus,Enneacanthus,0.0299,2.99,1,SL,1.2,5.8,Centrarchidae,Centrarchiformes,Teleostei
Lepomis auritus,Lepomis,0.0156,3.0006,3,TL,4.5,23.2,Centrarchidae,Centrarchiformes,Teleostei
Lepomis cyanellus,Lepomis,0.0199,3.19,11,TL,3.5,26.7,Centrarchidae,Centrarchiformes,Teleostei
Lepomis gibbosus,Lepomis,0.0128,3.2185,16,TL,1.5,22.1,Centrarchidae,Centrarchiformes,Teleostei
Lepomis gulosus,Lepomis,0.0285,3.204,7,TL,4.1,27.4,Centrarchidae,Centrarchiformes,Teleostei
Lepomis humilis,Lepomis,0.002855,2.9005,2,TL,2.5,17.5,Centrarchidae,Centrarchiformes,Teleostei
Lepomis macrochirus,Lepomis,0.01312,3.133,67,TL,1.6,28,Centrarchidae,Centrarchiformes,Teleostei
Lepomis marginatus,Lepomis,0.025,3.12,1,SL,1,5.7,Centrarchidae,Centrarchiformes,Teleostei
Lepomis megalotis,Lepomis,0.0519,2.88,11,TL,4.3,18,Centrarchidae,Centrarchiformes,Teleostei
Lepomis microlophus,Lepomis,0.0165,3.0595,10,TL,1.1,30.6,Centrarchidae,Centrarchiformes,Teleostei
Lepomis punctatus,Lepomis,0.0252,3.13,1,SL,1.1,9,Centrarchidae,Centrarchiformes,Teleostei
Micropterus coosae,Micropterus,0.014055,3.078,2,SL,5.1,25.4,Centrarchidae,Centrarchiformes,Teleostei
Micropterus dolomieu,Micropterus,0.01301,3.0765,26,TL,3.2,48.8,Centrarchidae,Centrarchiformes,Teleostei
Micropterus notius,Micropterus,0.02734,3,1,TL,40,40,Centrarchidae,Centrarchiformes,Teleostei
Micropterus punctulatus,Micropterus,0.0124,3.09,9,TL,4.5,46,Centrarchidae,Centrarchiformes,Teleostei
Micropterus salmoides,Micropterus,0.0103,3.101,74,TL,1,62.7,Centrarchidae,Centrarchiformes,Teleostei
Micropterus treculii,Micropterus,0.01716,3,1,TL,46,46,Centrarchidae,Centrarchiformes,Teleostei
Pomoxis annularis,Pomoxis,0.00991,3.114,45,TL,4.8,41,Centrarchidae,Centrarchiformes,Teleostei
Pomoxis nigromaculatus,Pomoxis,0.01295,3.07,20,TL,2.5,39.4,Centrarchidae,Centrarchiformes,Teleostei
Etheostoma blennioides,Etheostoma,0.0088,3.09,1,TL,3.2,9.6,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma caeruleum,Etheostoma,0.00608,3.175,2,FL,3.1,5.7,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma flabellare,Etheostoma,0.00347,2.89,3,TL,3,7.8,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma juliae,Etheostoma,0.01375,3.161,2,SL,,,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma nigrum,Etheostoma,0.00365,3.145,2,FL,2.9,6.1,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma sagitta,Etheostoma,0.00032,3.44,1,FL,3.2,8.7,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma spectabile,Etheostoma,0.00056,3.339,1,TL,,,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma variatum,Etheostoma,0.0089,3.14,1,TL,3.2,9.3,Percidae,Perciformes/Percoidei,Teleostei
Etheostoma zonale,Etheostoma,0.0091,3.123,2,TL,3.2,6.2,Percidae,Perciformes/Percoidei,Teleostei
Percina caprodes,Percina,0.0053,3.21,1,TL,4.7,16.9,Percidae,Perciformes/Percoidei,Teleostei
Percina maculata,Percina,0.00535,3.2715,2,TL,2.4,9.4,Percidae,Perciformes/Percoidei,Teleostei
Percina phoxocephala,Percina,0.0069,3.148,1,TL,3,8.87,Percidae,Perciformes/Percoidei,Teleostei
Sander canadensis,Sander,0.010575,3.0215,2,,,,Percidae,Perciformes/Percoidei,Teleostei
Cookeolus japonicus,Cookeolus,0.0306,2.85,2,TL,15,55,Priacanthidae,Eupercaria/misc,Teleostei
Pristigenys serrula,Pristigenys,0.042,2.88,1,TL,4,28.6,Priacanthidae,Eupercaria/misc,Teleostei
Apogon maculatus,Apogon,0.0158,3.073,1,FL,1.6,6.5,Apogonidae,Kurtiformes,Teleostei
Apogon pseudomaculatus,Apogon,0.02,2.943,1,FL,1.8,6.8,Apogonidae,Kurtiformes,Teleostei
Astrapogon alutus,Astrapogon,0.02998,2.53,1,TL,2.4,10.2,Apogonidae,Kurtiformes,Teleostei
Astrapogon stellatus,Astrapogon,0.017,3.077,1,TL,5.7,5.7,Apogonidae,Kurtiformes,Teleostei
Phaeoptyx pigmentaria,Phaeoptyx,0.008305,3.3132,2,FL,2.5,6,Apogonidae,Kurtiformes,Teleostei
Caulolatilus princeps,Caulolatilus,0.0239,3,1,TL,62.2,62.2,Latilidae,Eupercaria/misc,Teleostei
Malacanthus plumieri,Malacanthus,0.0223,2.6675,6,TL,28.5,69.5,Malacanthidae,Eupercaria/misc,Teleostei
Rachycentron canadum,Rachycentron,0.00562,3.088,13,TL,11,165,Rachycentridae,Carangiformes,Teleostei
Remora brachyptera,Remora,0.008,3,2,SL,13.6,,Echeneidae,Carangiformes,Teleostei
Nematistius pectoralis,Nematistius,0.01313,2.96,2,TL,7.5,162,Nematistiidae,Carangiformes,Teleostei
Platycephalus speculator,Platycephalus,0.0029,3.1432,3,TL,,,Platycephalidae,Perciformes/Scorpaenoidei,Teleostei
Brama caribbea,Brama,0.0011,3.609,1,TL,,,Bramidae,Scombriformes,Teleostei
Brama japonica,Brama,0.026,2.9,1,FL,11.9,52.8,Bramidae,Scombriformes,Teleostei
Brama orcini,Brama,0.066,2.6289,3,FL,15.5,42,Bramidae,Scombriformes,Teleostei
Taractichthys longipinnis,Taractichthys,0.0332,3,2,TL,42,61,Bramidae,Scombriformes,Teleostei
Taractichthys steindachneri,Taractichthys,0.047,2.73,1,FL,,,Bramidae,Scombriformes,Teleostei
Diapterus auratus,Diapterus,0.0139,3.04,11,TL,1.7,42.8,Gerreidae,Eupercaria/misc,Teleostei
Eucinostomus gracilis,Eucinostomus,0.01115,3.25,8,TL,1.09,20.1,Gerreidae,Eupercaria/misc,Teleostei
Ulaema lefroyi,Ulaema,0.0075,3.21,2,TL,2,19.5,Gerreidae,Eupercaria/misc,Teleostei
Eucinostomus jonesii,Eucinostomus,0.092,2.65,3,FL,1.6,14.9,Gerreidae,Eupercaria/misc,Teleostei
Anisotremus davidsonii,Anisotremus,0.0188,3,1,TL,35.6,46.2,Haemulidae,Eupercaria/misc,Teleostei
Microlepidotus inornatus,Microlepidotus,0.0151,2.93,1,TL,11.7,20.9,Haemulidae,Eupercaria/misc,Teleostei
Calamus brachysomus,Calamus,0.20235,2.927,2,FL,9,25,Sparidae,Eupercaria/misc,Teleostei
Lagodon rhomboides,Lagodon,0.0269,3.068,15,SL,1.2,32.4,Sparidae,Eupercaria/misc,Teleostei
Aplodinotus grunniens,Aplodinotus,0.00483,3.08,3,TL,5.9,80,Sciaenidae,Eupercaria/misc,Teleostei
Atractoscion nobilis,Atractoscion,0.0123,2.942,1,TL,,,Sciaenidae,Eupercaria/misc,Teleostei
Cheilotrema saturnum,Cheilotrema,0.013,3.106,1,TL,21.3,33.2,Sciaenidae,Eupercaria/misc,Teleostei
Cynoscion parvipinnis,Cynoscion,0.00968,3,1,TL,54,68.6,Sciaenidae,Eupercaria/misc,Teleostei
Cynoscion xanthulus,Cynoscion,0.00434,3.204,1,,,,Sciaenidae,Eupercaria/misc,Teleostei
Pareques acuminatus,Pareques,0.00871,3.202,1,TL,2.8,19.9,Sciaenidae,Eupercaria/misc,Teleostei
Eques lanceolatus,Eques,0.00109,3.844,1,TL,9.3,22.3,Sciaenidae,Eupercaria/misc,Teleostei
Menticirrhus undulatus,Menticirrhus,0.0455,2.554,4,TL,12,61,Sciaenidae,Eupercaria/misc,Teleostei
Roncador stearnsii,Roncador,0.0153,3,1,TL,48.3,48.3,Sciaenidae,Eupercaria/misc,Teleostei
Seriphus politus,Seriphus,0.0123,3.09,1,SL,,,Sciaenidae,Eupercaria/misc,Teleostei
Umbrina roncador,Umbrina,0.0118,2.9905,2,TL,4,55.9,Sciaenidae,Eupercaria/misc,Teleostei
Pseudupeneus grandisquamis,Pseudupeneus,0.006,3.26,5,TL,6,23.6,Mullidae,Mulliformes,Teleostei
Pempheris schomburgkii,Pempheris,0.0302,2.846,2,FL,4.2,13,Pempheridae,Acropomatiformes,Teleostei
Girella nigricans,Girella,0.0151,3.36,1,SL,2.01,12.87,Girellidae,Centrarchiformes,Teleostei
Kyphosus azureus,Kyphosus,0.0194,3.23,1,SL,3.52,8.24,Kyphosidae,Centrarchiformes,Teleostei
Medialuna californiensis,Medialuna,0.01805,3,2,SL,21.5,,Scorpididae,Centrarchiformes,Teleostei
Chaetodipterus zonatus,Chaetodipterus,0.0597,2.731,3,TL,6.2,20.5,Ephippidae,Acanthuriformes,Teleostei
Chaetodon capistratus,Chaetodon,0.022,3.19,3,TL,1.3,12,Chaetodontidae,Acanthuriformes,Teleostei
Chaetodon ocellatus,Chaetodon,0.0318,2.984,1,TL,10.3,18.1,Chaetodontidae,Acanthuriformes,Teleostei
Chaetodon sedentarius,Chaetodon,0.0252,3.0759,1,TL,3.7,13.4,Chaetodontidae,Acanthuriformes,Teleostei
Chaetodon striatus,Chaetodon,0.0256,3.06,2,TL,2.3,14.3,Chaetodontidae,Acanthuriformes,Teleostei
Holacanthus bermudensis,Holacanthus,0.0319,2.899,1,TL,6.9,42.7,Pomacanthidae,Acanthuriformes,Teleostei
Holacanthus ciliaris,Holacanthus,0.0336,2.9,1,TL,2.9,35,Pomacanthidae,Acanthuriformes,Teleostei
Holacanthus tricolor,Holacanthus,0.03155,2.992,2,TL,4.2,21.3,Pomacanthidae,Acanthuriformes,Teleostei
Pentaceros richardsoni,Pentaceros,0.0165,3,1,TL,38,38,Pentacerotidae,Acropomatiformes,Teleostei
Astronotus ocellatus,Astronotus,0.03765,2.99755,2,SL,9.5,28,Cichlidae,Cichliformes,Teleostei
Amatitlania nigrofasciata,Amatitlania,0.03563,3,2,SL,8.9,12,Cichlidae,Cichliformes,Teleostei
Heros severus,Heros,0.1981,2.528,1,SL,7,18,Cichlidae,Cichliformes,Teleostei
Amphistichus argenteus,Amphistichus,0.02855,3,4,SL,10.4,41,Embiotocidae,Ovalentaria/misc,Teleostei
Amphistichus koelzi,Amphistichus,0.02215,3,2,SL,18.5,,Embiotocidae,Ovalentaria/misc,Teleostei
Amphistichus rhodoterus,Amphistichus,0.012,3.12,3,TL,7.5,36,Embiotocidae,Ovalentaria/misc,Teleostei
Brachyistius frenatus,Brachyistius,0.01905,3,2,SL,10,,Embiotocidae,Ovalentaria/misc,Teleostei
Embiotoca jacksoni,Embiotoca,0.0616,2.8636,1,SL,7.5,22,Embiotocidae,Ovalentaria/misc,Teleostei
Hyperprosopon ellipticum,Hyperprosopon,0.01915,3,2,SL,7.1,,Embiotocidae,Ovalentaria/misc,Teleostei
Micrometrus aurora,Micrometrus,0.0167,3,2,SL,6.2,,Embiotocidae,Ovalentaria/misc,Teleostei
Micrometrus minimus,Micrometrus,0.0251,3,2,SL,3.3,,Embiotocidae,Ovalentaria/misc,Teleostei
Hypsypops rubicundus,Hypsypops,0.0351,3,2,SL,15.9,,Pomacentridae,Ovalentaria/misc,Teleostei
Stegastes fuscus,Stegastes,0.02,2.96,3,FL,1.3,11,Pomacentridae,Ovalentaria/misc,Teleostei
Stegastes leucostictus,Stegastes,0.029,2.87905,2,FL,2.2,8.9,Pomacentridae,Ovalentaria/misc,Teleostei
Stegastes partitus,Stegastes,0.0182,3.152,1,FL,1.4,6.9,Pomacentridae,Ovalentaria/misc,Teleostei
Stegastes planifrons,Stegastes,0.0379,2.857,1,FL,1.4,10.5,Pomacentridae,Ovalentaria/misc,Teleostei
Stegastes variabilis,Stegastes,0.0156,3.13,1,TL,2,7.5,Pomacentridae,Ovalentaria/misc,Teleostei
Amblycirrhitus pinos,Amblycirrhitus,0.00257,3.427,1,FL,27.5,45.2,Cirrhitidae,Centrarchiformes,Teleostei
Doratonotus megalepis,Doratonotus,0.0292,2.86,1,SL,2.3,6.5,Labridae,Eupercaria/misc,Teleostei
Halichoeres bivittatus,Halichoeres,0.0105,3.0933,3,TL,3,15.2,Labridae,Eupercaria/misc,Teleostei
Halichoeres garnoti,Halichoeres,0.00519,3.375,1,TL,2.6,10.5,Labridae,Eupercaria/misc,Teleostei
Halichoeres maculipinna,Halichoeres,0.00276,3.693,1,TL,1.5,9.7,Labridae,Eupercaria/misc,Teleostei
Halichoeres poeyi,Halichoeres,0.0095,3.07,3,TL,1.8,18.3,Labridae,Eupercaria/misc,Teleostei
Xyrichtys martinicensis,Xyrichtys,0.018,3.078,1,TL,2.5,6.2,Labridae,Eupercaria/misc,Teleostei
Xyrichtys splendens,Xyrichtys,0.012425,3.0295,2,SL,2.7,13.7,Labridae,Eupercaria/misc,Teleostei
Oxyjulis californica,Oxyjulis,0.0194,3,2,SL,20.5,,Labridae,Eupercaria/misc,Teleostei
Bodianus pulcher,Bodianus,0.0289,3,1,TL,69.8,76.2,Labridae,Eupercaria/misc,Teleostei
Tautogolabrus adspersus,Tautogolabrus,0.0125,3.085,4,TL,8,44,Labridae,Eupercaria/misc,Teleostei
Thalassoma bifasciatum,Thalassoma,0.0109,2.978,2,FL,1.5,11.8,Labridae,Eupercaria/misc,Teleostei
Cryptotomus roseus,Cryptotomus,0.00645,3.3426,2,TL,3.2,10.7,Scaridae,Eupercaria/misc,Teleostei
Sparisoma atomarium,Sparisoma,0.0121,3.028,1,TL,6.2,8.6,Scaridae,Eupercaria/misc,Teleostei
Sparisoma radians,Sparisoma,0.0095,3.21,3,TL,2.2,20,Scaridae,Eupercaria/misc,Teleostei
